time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,timestamp
1744124100000000,78812.41,78821.6,78439.01,78442.24,107.89316,1744124399999999,8482349.071309,4656,40.71888,3200376.318455,0,2025-04-08 14:55:00
1744124400000000,78446.0,78823.52,78446.0,78708.01,41.93688,1744124699999999,3298655.6263696,2329,26.96976,2121219.0881861,0,2025-04-08 15:00:00
1744124700000000,78708.18,78708.18,78331.31,78464.02,46.7659,1744124999999999,3669291.5375533,2679,18.32042,1437599.5885826,0,2025-04-08 15:05:00
1744125000000000,78470.0,78511.98,78166.0,78312.0,59.31612,1744125299999999,4644339.4927938,2783,28.834,2257129.3741104,0,2025-04-08 15:10:00
1744125300000000,78312.01,78403.62,78137.12,78398.0,41.97774,1744125599999999,3284441.983535,2132,19.9555,1561425.0548663,0,2025-04-08 15:15:00
1744125600000000,78396.01,78536.49,78220.01,78290.0,49.10514,1744125899999999,3851587.837313,2260,23.22545,1821434.9430117,0,2025-04-08 15:20:00
1744125900000000,78305.99,78432.65,78168.83,78168.83,58.62939,1744126199999999,4590435.1216096,1995,31.91244,2498675.0357825,0,2025-04-08 15:25:00
1744126200000000,78168.84,78388.64,78158.0,78343.84,34.8262,1744126499999999,2726628.0831461,1847,19.66804,1539905.6317678,0,2025-04-08 15:30:00
1744126500000000,78351.99,78638.62,78280.0,78624.28,37.25357,1744126799999999,2922848.0439098,2239,20.30382,1593270.7092955,0,2025-04-08 15:35:00
1744126800000000,78620.0,78620.0,78438.0,78560.91,24.80201,1744127099999999,1947552.9003799,1371,12.8386,1008146.1530519,0,2025-04-08 15:40:00
1744127100000000,78564.44,78656.99,78356.0,78375.63,20.17506,1744127399999999,1584308.3497058,1624,9.26822,727925.7104238,0,2025-04-08 15:45:00
1744127400000000,78381.64,78418.0,78239.98,78416.0,25.69431,1744127699999999,2011868.6036424,1483,11.60947,909148.5265163,0,2025-04-08 15:50:00
1744127700000000,78416.0,78501.93,78375.36,78468.18,18.82437,1744127999999999,1476758.6873748,1130,9.27418,727600.4257641,0,2025-04-08 15:55:00
1744128000000000,78468.18,78483.98,78290.75,78380.01,59.18443,1744128299999999,4639058.7070703,1957,25.06049,1964559.7923605,0,2025-04-08 16:00:00
1744128300000000,78380.01,78494.99,78273.04,78341.28,22.03617,1744128599999999,1727136.3917704,1447,11.74605,920543.0522999,0,2025-04-08 16:05:00
1744128600000000,78340.0,78421.99,78166.11,78166.11,27.54763,1744128899999999,2157945.5224636,1658,11.30178,885349.3605142,0,2025-04-08 16:10:00
1744128900000000,78166.08,78166.13,77968.0,78000.78,54.62524,1744129199999999,4262912.59213,3059,15.01601,1172078.1803448,0,2025-04-08 16:15:00
1744129200000000,77998.81,78086.94,77799.68,77854.02,66.60452,1744129499999999,5190342.0813411,2941,18.92657,1474577.2759067,0,2025-04-08 16:20:00
1744129500000000,77854.01,78132.99,77828.98,78087.99,33.6252,1744129799999999,2622121.4245634,1638,18.38576,1433781.7489766,0,2025-04-08 16:25:00
1744129800000000,78085.15,78202.0,77800.0,77800.0,47.21505,1744130099999999,3679965.3943897,2985,19.9811,1557349.6713155,0,2025-04-08 16:30:00
1744130100000000,77800.0,77885.98,77436.75,77553.98,65.12396,1744130399999999,5054390.8418068,4306,29.18798,2264703.5626167,0,2025-04-08 16:35:00
1744130400000000,77539.32,77598.0,77353.84,77501.24,66.22262,1744130699999999,5130228.3650209,3224,38.63824,2993367.4940111,0,2025-04-08 16:40:00
1744130700000000,77496.0,77825.72,77423.01,77642.08,95.61197,1744130999999999,7420555.1541171,3709,53.60122,4158763.8077039,0,2025-04-08 16:45:00
1744131000000000,77651.95,77730.99,77492.11,77508.0,52.55207,1744131299999999,4078219.7837333,2470,28.47861,2210069.1049354,0,2025-04-08 16:50:00
1744131300000000,77508.01,77640.09,77308.9,77364.57,60.41575,1744131599999999,4678539.9912467,3026,25.70911,1991042.2883787,0,2025-04-08 16:55:00
1744131600000000,77364.58,77426.01,77210.88,77387.75,81.6526,1744131899999999,6312338.267344,3538,38.75217,2995892.5003482,0,2025-04-08 17:00:00
1744131900000000,77395.25,77494.0,77051.03,77079.03,59.29665,1744132199999999,4580023.5475438,3065,22.42156,1732672.6665519,0,2025-04-08 17:05:00
1744132200000000,77074.0,77150.0,76800.0,76958.02,105.18759,1744132499999999,8094745.9608304,5070,41.92338,3226716.6878212,0,2025-04-08 17:10:00
1744132500000000,76961.15,77165.53,76914.01,77013.98,60.01194,1744132799999999,4623915.6676151,2835,30.0097,2312227.0116538,0,2025-04-08 17:15:00
1744132800000000,77011.61,77047.69,76772.64,76862.02,45.36364,1744133099999999,3489164.8581091,2902,18.45362,1419649.1496796,0,2025-04-08 17:20:00
1744133100000000,76866.0,76888.87,76510.0,76600.01,92.59136,1744133399999999,7098364.3608195,4818,37.28325,2858671.3767005,0,2025-04-08 17:25:00
1744133400000000,76600.0,76706.01,76497.8,76527.23,62.90241,1744133699999999,4817275.9059202,3118,31.97773,2449008.6512922,0,2025-04-08 17:30:00
1744133700000000,76534.28,77048.0,76509.17,76966.0,116.72489,1744133999999999,8963764.8217271,5398,71.93969,5523927.5062332,0,2025-04-08 17:35:00
1744134000000000,76962.43,77504.92,76951.81,77265.99,65.66734,1744134299999999,5070482.17557,4397,36.27754,2800958.6064182,0,2025-04-08 17:40:00
1744134300000000,77266.0,77279.78,76846.66,77002.9,40.59831,1744134599999999,3126595.0982178,3201,18.14664,1397650.4856661,0,2025-04-08 17:45:00
1744134600000000,77002.9,77484.51,76912.0,77302.0,59.17185,1744134899999999,4572482.0715157,3391,36.57331,2826417.5595348,0,2025-04-08 17:50:00
1744134900000000,77301.99,77453.94,77220.02,77289.56,30.56471,1744135199999999,2363612.8063612,1916,15.47495,1196660.85071,0,2025-04-08 17:55:00
1744135200000000,77297.23,77469.88,77138.52,77304.01,51.20523,1744135499999999,3957934.7955878,2386,22.06737,1706392.158542,0,2025-04-08 18:00:00
1744135500000000,77300.42,77303.84,77029.4,77140.8,29.11875,1744135799999999,2245956.3416979,2032,12.52598,966188.1999642,0,2025-04-08 18:05:00
1744135800000000,77140.02,77293.66,77061.54,77113.98,26.15906,1744136099999999,2018290.0153167,1550,14.874,1147643.5220875,0,2025-04-08 18:10:00
1744136100000000,77113.99,77387.74,77091.27,77366.83,31.05933,1744136399999999,2399950.4355739,1907,18.70596,1445285.5784569,0,2025-04-08 18:15:00
1744136400000000,77361.26,77652.08,77336.01,77641.95,43.37774,1744136699999999,3359512.7237347,3116,24.66195,1910061.5618457,0,2025-04-08 18:20:00
1744136700000000,77641.95,77649.85,77252.01,77275.14,25.70857,1744136999999999,1990207.1299425,1884,11.46313,887233.0512877,0,2025-04-08 18:25:00
1744137000000000,77275.14,77935.74,77275.14,77474.14,124.98684,1744137299999999,9709139.7577929,6371,70.78752,5497514.1581989,0,2025-04-08 18:30:00
1744137300000000,77477.98,77583.14,77313.99,77464.54,47.65503,1744137599999999,3692539.1958282,2537,23.02549,1784109.9483285,0,2025-04-08 18:35:00
1744137600000000,77467.48,77598.93,77390.88,77400.0,28.06125,1744137899999999,2174565.8560709,1362,14.23202,1102895.3764712,0,2025-04-08 18:40:00
1744137900000000,77400.01,77627.17,77351.89,77388.32,37.96701,1744138199999999,2940891.5677202,2032,19.83476,1536472.84107,0,2025-04-08 18:45:00
1744138200000000,77390.23,77419.99,77196.0,77224.21,28.63662,1744138499999999,2213622.7586999,2156,14.29619,1105010.4792746,0,2025-04-08 18:50:00
1744138500000000,77221.99,77305.99,77180.0,77198.0,20.24944,1744138799999999,1563940.2253194,1359,8.63812,667098.4332117,0,2025-04-08 18:55:00
1744138800000000,77196.01,77302.92,77057.08,77090.02,37.2682,1744139099999999,2877792.0642142,2260,14.8363,1145684.1273057,0,2025-04-08 19:00:00
1744139100000000,77087.5,77121.71,76798.57,76906.01,63.49962,1744139399999999,4885699.5462876,3219,24.53881,1888498.1804817,0,2025-04-08 19:05:00
1744139400000000,76907.98,77050.0,76707.38,76731.09,55.01662,1744139699999999,4228137.9706621,2674,25.23197,1939268.8040439,0,2025-04-08 19:10:00
1744139700000000,76732.3,76782.24,76500.0,76681.9,78.51781,1744139999999999,6018614.492243,3948,40.09045,3073085.7439047,0,2025-04-08 19:15:00
1744140000000000,76676.73,76961.53,76623.58,76926.0,65.51271,1744140299999999,5032282.9899563,3282,34.82571,2675297.3594559,0,2025-04-08 19:20:00
1744140300000000,76925.99,77007.38,76784.0,76786.01,40.06531,1744140599999999,3081147.7558704,2397,21.06347,1620132.350729,0,2025-04-08 19:25:00
1744140600000000,76786.0,76821.99,76512.68,76547.05,50.34035,1744140899999999,3859178.6894425,2889,20.52616,1573551.1747267,0,2025-04-08 19:30:00
1744140900000000,76547.04,76563.41,76254.43,76506.03,98.23294,1744141199999999,7502236.9027464,5277,48.92411,3736274.914128,0,2025-04-08 19:35:00
1744141200000000,76513.97,76715.68,76392.0,76392.0,47.29467,1744141499999999,3622138.4326337,2627,22.98739,1760522.7841151,0,2025-04-08 19:40:00
1744141500000000,76389.09,76553.83,76318.0,76490.0,57.16865,1744141799999999,4369862.5918951,2645,23.21938,1774952.0682863,0,2025-04-08 19:45:00
1744141800000000,76490.0,77042.28,76490.0,76945.66,63.17734,1744142099999999,4851972.6251891,3965,36.3553,2791439.182927,0,2025-04-08 19:50:00
1744142100000000,76941.68,76941.68,76635.8,76774.0,84.09302,1744142399999999,6457772.4619968,3377,44.52407,3418680.5885201,0,2025-04-08 19:55:00
1744142400000000,76777.27,76886.0,76627.99,76634.83,36.53599,1744142699999999,2805340.7057869,2094,19.02877,1461212.2000427,0,2025-04-08 20:00:00
1744142700000000,76632.4,76881.84,76567.32,76828.01,33.49773,1744142999999999,2570008.4955686,1715,14.45265,1108770.5696041,0,2025-04-08 20:05:00
1744143000000000,76828.01,76830.6,76662.0,76792.28,19.6189,1744143299999999,1505462.9198337,1207,10.14373,778416.4261705,0,2025-04-08 20:10:00
1744143300000000,76787.57,76922.98,76782.91,76818.01,16.46585,1744143599999999,1265453.287563,1064,7.00816,538535.2588453,0,2025-04-08 20:15:00
1744143600000000,76818.01,76834.99,76599.96,76599.98,25.87975,1744143899999999,1985527.5498866,1398,10.26848,787781.8645,0,2025-04-08 20:20:00
1744143900000000,76602.0,76683.98,76532.0,76598.01,24.04377,1744144199999999,1842282.588656,1250,15.30187,1172481.8747863,0,2025-04-08 20:25:00
1744144200000000,76598.0,76791.92,76542.01,76673.55,27.95206,1744144499999999,2142996.1869449,1288,14.6646,1124259.5385744,0,2025-04-08 20:30:00
1744144500000000,76673.55,76998.41,76673.55,76955.92,20.86691,1744144799999999,1604597.7682677,1396,11.4806,882652.4972187,0,2025-04-08 20:35:00
1744144800000000,76953.1,77133.33,76905.26,77074.33,34.63994,1744145099999999,2669383.2435992,1700,24.35287,1876549.9333905,0,2025-04-08 20:40:00
1744145100000000,77074.32,77083.59,76915.24,77033.42,12.44293,1744145399999999,957824.618702,1123,6.58753,507098.268216,0,2025-04-08 20:45:00
1744145400000000,77033.41,77052.0,76946.01,77040.71,13.67071,1744145699999999,1052645.0016786,920,6.865,528580.1575781,0,2025-04-08 20:50:00
1744145700000000,77045.59,77068.92,76941.52,77063.91,18.38824,1744145999999999,1416019.547058,853,8.99529,692748.0336948,0,2025-04-08 20:55:00
1744146000000000,77068.44,77222.2,77059.61,77061.99,27.09375,1744146299999999,2090194.5633272,1200,9.35491,721658.7666913,0,2025-04-08 21:00:00
1744146300000000,77062.0,77062.0,76862.01,76890.0,19.30974,1744146599999999,1486129.2755145,1046,7.16585,551640.652142,0,2025-04-08 21:05:00
1744146600000000,76889.99,76991.22,76788.0,76974.01,18.76293,1744146899999999,1442108.6704805,952,10.92866,840060.6973853,0,2025-04-08 21:10:00
1744146900000000,76974.01,77044.16,76938.24,76973.6,11.13876,1744147199999999,857481.0960738,766,6.53357,502954.4165417,0,2025-04-08 21:15:00
1744147200000000,76973.61,77078.39,76880.98,77018.74,9.79242,1744147499999999,753902.199755,867,5.49352,422850.2199388,0,2025-04-08 21:20:00
1744147500000000,77018.73,77018.73,76715.95,76782.03,21.01308,1744147799999999,1614000.120387,1401,6.71485,515809.6022673,0,2025-04-08 21:25:00
1744147800000000,76782.03,76907.98,76659.48,76894.01,27.5718,1744148099999999,2117557.5428036,1422,20.1992,1551581.9395187,0,2025-04-08 21:30:00
1744148100000000,76894.0,76939.09,76826.88,76879.45,8.94487,1744148399999999,687799.7561991,611,4.52271,347776.6689899,0,2025-04-08 21:35:00
1744148400000000,76879.44,77012.32,76860.8,77008.77,19.60387,1744148699999999,1508585.1372546,1060,16.62141,1279072.6064798,0,2025-04-08 21:40:00
1744148700000000,77008.77,77076.16,76933.43,77072.0,15.13968,1744148999999999,1165778.7953702,909,10.32571,795122.0218161,0,2025-04-08 21:45:00
1744149000000000,77066.42,77068.19,76977.48,77024.8,38.45709,1744149299999999,2961479.1190703,1242,34.05084,2622097.9820764,0,2025-04-08 21:50:00
1744149300000000,77024.79,77037.71,76950.85,77037.71,24.2548,1744149599999999,1867615.6748235,902,15.74836,1212717.7145208,0,2025-04-08 21:55:00
1744149600000000,77041.23,77074.95,76592.0,76648.72,18.25946,1744149899999999,1402315.2488733,1656,5.48022,420965.4127475,0,2025-04-08 22:00:00
1744149900000000,76648.72,76725.99,76545.46,76717.91,34.30663,1744150199999999,2629565.9340392,1802,20.57553,1577078.3468277,0,2025-04-08 22:05:00
1744150200000000,76717.99,76841.99,76590.0,76703.99,15.59245,1744150499999999,1196052.2443108,1430,9.4801,727187.5111816,0,2025-04-08 22:10:00
1744150500000000,76703.98,76848.0,76650.79,76746.95,25.04184,1744150799999999,1921784.8430527,1480,12.23989,939259.266029,0,2025-04-08 22:15:00
1744150800000000,76749.48,76799.99,76508.38,76712.02,36.58273,1744151099999999,2803736.3310417,2460,16.18245,1240214.4421712,0,2025-04-08 22:20:00
1744151100000000,76714.01,76866.64,76604.65,76618.0,20.64832,1744151399999999,1584683.5180993,1438,10.38798,797292.6994135,0,2025-04-08 22:25:00
1744151400000000,76619.97,76699.97,76400.0,76503.68,23.55709,1744151699999999,1802703.6530657,1950,6.82399,522269.4863986,0,2025-04-08 22:30:00
1744151700000000,76503.67,76531.99,76174.0,76336.99,38.72577,1744151999999999,2955639.761632,2931,12.4868,953009.6392827,0,2025-04-08 22:35:00
1744152000000000,76343.98,76481.33,76199.61,76447.68,75.07453,1744152299999999,5735069.1236937,2392,54.05195,4129898.7738608,0,2025-04-08 22:40:00
1744152300000000,76452.0,76546.57,76375.03,76443.33,20.95156,1744152599999999,1601704.9220958,1515,11.63432,889431.6188897,0,2025-04-08 22:45:00
1744152600000000,76439.84,76614.17,76422.48,76591.98,30.66942,1744152899999999,2347418.9198822,1376,23.20647,1776341.6190363,0,2025-04-08 22:50:00
1744152900000000,76591.98,76746.1,76571.97,76655.32,39.0567,1744153199999999,2994073.0902507,1643,18.44144,1413222.3274111,0,2025-04-08 22:55:00
1744153200000000,76652.0,76724.52,76510.01,76557.14,27.38415,1744153499999999,2097722.2848529,1502,16.10711,1233944.1813126,0,2025-04-08 23:00:00
1744153500000000,76548.18,76636.0,76436.01,76506.25,17.12177,1744153799999999,1310250.7311752,1261,8.37454,640840.9880188,0,2025-04-08 23:05:00
1744153800000000,76508.0,76598.0,76420.89,76512.82,15.20676,1744154099999999,1163484.7405775,1000,10.46327,800586.5091722,0,2025-04-08 23:10:00
1744154100000000,76512.82,76612.71,76304.0,76450.01,35.44288,1744154399999999,2709300.0574475,2028,18.72114,1431029.4177115,0,2025-04-08 23:15:00
1744154400000000,76452.01,76496.0,76352.0,76496.0,20.49555,1744154699999999,1566126.8391979,1231,11.47708,877015.130574,0,2025-04-08 23:20:00
1744154700000000,76495.14,76518.35,76242.5,76281.98,21.73817,1744154999999999,1660141.8960484,1276,8.27182,631802.2584993,0,2025-04-08 23:25:00
1744155000000000,76281.99,76397.99,76276.01,76380.21,20.13381,1744155299999999,1537008.1699922,1077,13.1496,1003787.9176139,0,2025-04-08 23:30:00
1744155300000000,76380.0,76477.73,76368.01,76452.55,20.99392,1744155599999999,1604216.4177687,1000,14.0542,1073886.2286085,0,2025-04-08 23:35:00
1744155600000000,76451.18,76461.99,76279.91,76301.08,21.50652,1744155899999999,1642873.8742639,1469,9.06175,692126.2670205,0,2025-04-08 23:40:00
1744155900000000,76296.33,76436.79,76275.77,76396.9,22.44833,1744156199999999,1713962.8628809,1459,13.68544,1044966.7342629,0,2025-04-08 23:45:00
1744156200000000,76396.89,76429.39,76251.36,76315.73,14.83749,1744156499999999,1132543.3305633,1083,5.02311,383344.3869203,0,2025-04-08 23:50:00
1744156500000000,76315.73,76343.91,76232.07,76259.99,19.91822,1744156799999999,1519232.4666934,885,12.01972,916708.431643,0,2025-04-08 23:55:00
